2017/12/12 23:29:13 [emerg] 14412#14224: bind() to 0.0.0.0:80 failed (10013: An attempt was made to access a socket in a way forbidden by its access permissions)
2017/12/12 23:29:24 [emerg] 19948#30092: bind() to 0.0.0.0:80 failed (10013: An attempt was made to access a socket in a way forbidden by its access permissions)
2017/12/12 23:29:52 [emerg] 23684#35828: bind() to 0.0.0.0:80 failed (10013: An attempt was made to access a socket in a way forbidden by its access permissions)
2017/12/12 23:30:03 [emerg] 22200#30128: bind() to 0.0.0.0:80 failed (10013: An attempt was made to access a socket in a way forbidden by its access permissions)
2017/12/14 20:09:39 [error] 8568#15068: *3 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/robots.txt" failed (2: FormatMessage() error:(15100)), client: 127.0.0.1, server: localhost, request: "GET /robots.txt HTTP/1.1", host: "127.0.0.1"
2017/12/14 20:09:41 [error] 8568#15068: *1 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:09:41 [error] 8568#15068: *5 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:09:42 [error] 8568#15068: *6 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/favicon.ico" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:13:54 [error] 8568#15068: *13 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:13:55 [error] 8568#15068: *13 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:14:27 [error] 8568#15068: *13 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:14:27 [error] 8568#15068: *13 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:14:56 [error] 8568#15068: *10 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:14:57 [error] 8568#15068: *10 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:16:50 [error] 8568#15068: *14 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:16:50 [error] 8568#15068: *14 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 20:26:48 [error] 8568#15068: *21 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 20:26:49 [error] 8568#15068: *20 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 21:52:30 [error] 8568#15068: *29 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 21:52:30 [error] 8568#15068: *30 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:15:25 [error] 8568#15068: *34 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 23:15:25 [error] 8568#15068: *34 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:23:20 [error] 8568#15068: *40 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 23:23:21 [error] 8568#15068: *40 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:24:58 [error] 8568#15068: *48 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 23:24:59 [error] 8568#15068: *48 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:28:38 [error] 8568#15068: *52 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 23:28:39 [error] 8568#15068: *52 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:34:11 [error] 8568#15068: *59 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
2017/12/14 23:34:11 [error] 8568#15068: *58 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/12/14 23:35:47 [error] 8568#15068: *65 CreateFile() "E:\Documents\GitHub\GameJamMOVIEPRODTYCOON/html/fonts/regul.ttf" failed (2: FormatMessage() error:(15105)), client: 127.0.0.1, server: localhost, request: "GET /fonts/regul.ttf HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/css/fonts.css"
